id,raw_text,aspect_term,sentiment_expression,target_entity,aspect_category,sentiment_polarity,sentiment_intensity,opinion_holder_span,opinion_holder_entity,opinion_qualifier,opinion_reason
c-13,Comfortable and attractive .,,Comfortable,product,design,positive,average,,author,,
,,,attractive,product,design,positive,average,,author,,
c-15,Everything else about these tights is amazing .,these tights,amazing,tights,general,positive,strong,,author,everything else,
c-16,These shoes are great .,shoes,great,shoes,general,positive,strong,,author,,
c-17,"Although the tights make the legs look beautiful , I have noticed the the seams are coming apart at the crotch .",tights,make the legs look beautiful,clothing,appearance,positive,strong,I,author,,
,,seams,coming apart,clothing,quality,negative,average,I,author,,
c-18,They are nice and exactly what I expected .,,nice,product,general,positive,average,I,author,,
,,,exactly what I expected,product,general,positive,strong,I,author,,
c-19,"My husband loves his boots , excellent quality .",boots,loves,boots,general,positive,strong,my husband,person,,
,,quality,excellent,boots,quality,positive,strong,,author,,
c-20,Very small fit .,fit,very small,clothing,size,negative,strong,,author,,
c-25,Follow the capezio size chart and you 're in the clear .,capezio size chart,in the clear,sizing guide,usability,positive,average,,author,,follow the capezio size chart
c-21,The soles are soft too .,soles,soft,shoes,material_quality,positive,average,,author,too,
c-24,Order 1 size larger than needed .,size,larger than needed,product,sizing,negative,average,,author,,
l-1,Great for Programming and for low end gaming,,Great,computer,usability,positive,strong,,author,for Programming and for low end gaming,
l-2,"The combination of these design flows leads to broken displays when the magsafe plug is caught inside the computer upon closing , breaking the monitor .",design flows,broken,display,durability,negative,strong,,author,,when the magsafe plug is caught inside the computer upon closing
,,monitor,breaking,display,durability,negative,strong,,author,,when the magsafe plug is caught inside the computer upon closing
l-3,Images are too dark and blurry .,images,too dark and blurry,image quality,visual_appearance,negative,strong,,author,,
l-5,"I got it mainly to do android app development , and let me tell you , it 's worth more than it 's price .",,worth more than it 's price,product,value_for_money,positive,strong,I,author,mainly to do android app development,
l-6,I 'm a mac user and I would love to get this laptop .,this laptop,would love,laptop,general,positive,strong,I,author,,
l-7,Keyboard : it is all mushy no tactile feedback .,keyboard,all mushy no tactile feedback,keyboard,operational_performance,negative,strong,,author,,
l-9,"For the price you can not go wrong , especially having an 8th gen Intel processor .",price,can not go wrong,product,value_for_money,positive,strong,,author,for the price,having an 8th gen Intel processor
l-10,"It 's very well made - solid construction and a comfortable , well-sized keyboard .",construction,very well made,build,quality,positive,strong,,author,,solid construction
,,keyboard,"comfortable , well-sized",keyboard,design,positive,strong,,author,,
l-12,Camera and microphone are both high enough quality for discord/google hangouts/etc .,camera,high enough quality,camera,quality,positive,average,,author,for discord/google hangouts/etc,
,,microphone,high enough quality,microphone,quality,positive,average,,author,for discord/google hangouts/etc,
l-13,It has a nice keyboard touch .,keyboard touch,nice,keyboard,operational_performance,positive,average,,author,,
l-14,"Please do not purchase this computer , it performs worse than the $ 200 computer I used while waiting on the ' replacement ' computer I got when the other one crashed .",computer,do not purchase,computer,purchase_decision,negative,strong,,author,,it performs worse than the $ 200 computer I used while waiting on the ' replacement ' computer I got when the other one crashed
,,computer,performs worse,computer,operational_performance,negative,strong,,author,,
l-15,It took a few weeks for them to send it back .,,took a few weeks,service,delivery_time,negative,average,,author,,
l-17,I have gone through all the troubleshooting steps and still nothing .,troubleshooting steps,nothing,process,effectiveness,negative,strong,I,author,,gone through all the troubleshooting steps and still nothing
l-18,"Even without a SSD , it is still pretty fast .",,pretty fast,device,operational_performance,positive,average,,author,even without a SSD,
l-19,I really liked the laptop for its sleekness and weight .,laptop,really liked,laptop,general,positive,strong,I,author,,its sleekness and weight
l-24,Delivery - very fast by courier .,delivery,very fast,service,speed,positive,strong,,author,by courier,
l-28,"This laptop is verry good , the screen is not the best but its good for the price , its a cheap gaming laptop and works with every game i trow at it : - )",laptop,verry good,laptop,general,positive,strong,,author,,
,,screen,not the best but its good for the price,display,value_for_money,positive,average,,author,for the price,
,,gaming laptop,works with every game i trow at it,laptop,operational_performance,positive,strong,,author,,
l-26,"Laptop was new , in perfect condition and works like a charm .",laptop,new,product,condition,positive,average,,author,,
,,laptop,in perfect condition,product,condition,positive,strong,,author,,
,,laptop,works like a charm,product,operational_performance,positive,strong,,author,,
l-29,"I had hoped for better battery life , as it had only about 2-1/2 hours doing heavy computations ( 8 threads using 100 % of the CPU ) .",battery life,better,battery,operational_performance,negative,average,I,author,,it had only about 2-1/2 hours doing heavy computations ( 8 threads using 100 % of the CPU )
l-21,Feel really disappointed as was so happy with previous model .,,really disappointed,product,general,negative,strong,,author,,was so happy with previous model
r-1,"Weird , but whatever , I need to eat regardless of the coupon.We waited for what seemed like an incredibly long time just to get our food .",,weird,situation,general,negative,weak,I,customer,,
,,time,incredibly long,service,waiting_time,negative,strong,we,customers,,just to get our food
r-2,I come here because you leave full and with money still in your pockets .,,leave full,restaurant,value_for_money,positive,strong,I,customer,,
,,,with money still in your pockets,restaurant,affordability,positive,strong,I,customer,,
r-3,I love hot pot but the service just makes things bad here .,hot pot,love,food,taste,positive,strong,I,author,,
,,service,makes things bad,service,customer_service,negative,strong,I,author,,
r-4,"I do n't usually order PhO ( I do n't think I do at all because my mom is a great Pho cooker ) , yet this place makes me wanting Pho every time I come .",Pho,great,food,quality,positive,strong,my mom,family,,my mom is a great Pho cooker
,,this place,makes me wanting Pho every time I come,restaurant,experience,positive,strong,I,author,,
r-5,This is one of my favorite brunch places .,brunch places,favorite,restaurant,general,positive,strong,my,author,one of,
r-6,Other establishments on the North End spoil you with tasty oils and fresh bread ... that 's a big miss here !,tasty oils and fresh bread,spoil you,other establishments on the North End,food_quality,positive,strong,,author,,
,,,big miss,here,food_quality,negative,strong,,author,,Other establishments on the North End spoil you with tasty oils and fresh bread
r-8,"Im going to have to come back here to try the food , so this review is just for the drinks , service and atmosphere.The atmosphere is great , nothing is too overwhelming and it does n't seem like they 're trying to beat you over the head with a theme in the decorating .",atmosphere,great,restaurant,ambiance,positive,strong,,author,,nothing is too overwhelming and it does n't seem like they 're trying to beat you over the head with a theme in the decorating
r-9,This will probably be the last time we will come here .,,last time,place,general,negative,average,we,group,probably,
r-10,"Stop driving out the wrong way , idiots.No credit cards , which is a bummer , but they do have an ATM inside .",driving out the wrong way,idiots,drivers,behavior,negative,strong,,author,,
,,credit cards,bummer,payment options,availability,negative,average,,author,,No credit cards
,,ATM,do have,payment options,availability,positive,weak,,author,,
r-12,"So , while I would n't quite recommend it for date night or a rehearsal dinner , it 's plenty acceptable for grabbing a quick lunch or dinner on your way somewhere else .",,plenty acceptable,restaurant,suitability,positive,average,I,author,for grabbing a quick lunch or dinner on your way somewhere else,
,,,would n't quite recommend,restaurant,suitability,negative,weak,I,author,for date night or a rehearsal dinner,
r-13,Went to breakfast with my bestie here and really enjoyed the country style breakfast and ambiance. They were pretty crowded for a weekday and our server ladies were really sweet and helpful .,country style breakfast,really enjoyed,food,quality,positive,strong,my bestie,customer,,
,,ambiance,really enjoyed,restaurant,atmosphere,positive,strong,my bestie,customer,,
,,server ladies,really sweet and helpful,staff,service,positive,strong,my bestie,customer,,
r-14,Great place !,place,great,location,general,positive,strong,,author,,
r-17,"My advice to the owners : Walking by on E. Hastings , it 's easy to miss this spot .",,easy to miss,location,visibility,negative,average,my,author,walking by on e. hastings,
r-18,The reason why I gave 3 stars is because we had to search for our waitress and it took about a hour before we receive our food .,service,had to search for our waitress,restaurant,customer_service,negative,strong,I,customer,,
,,service,took about a hour before we receive our food,restaurant,customer_service,negative,strong,I,customer,,
r-20,To add more insult he added a splash of coke to our drinks ... ..I 'm a relatively calm guy .,drinks,insult,service,customer_service,negative,strong,I,customer,relatively calm guy,he added a splash of coke to our drinks
r-20,The old place was more accommodating to singles .,old place,more accommodating,venue,customer_service,positive,average,,author,to singles,
r-21,This chicken is unbelievable .,chicken,unbelievable,food,quality,positive,strong,,author,,
r-23,The chicken was also overcooked and dry .,chicken,overcooked and dry,food,quality,negative,strong,,author,,
r-27,I was reluctant to go here .,,reluctant,location,general,negative,average,I,author,,
r-28,"Amazing turkey burger , french fries are to die for , and dont even get me STARTED on the milkshakes .",turkey burger,amazing,food,taste,positive,strong,,author,,
,,french fries,to die for,food,taste,positive,strong,,author,,
,,milkshakes,don't even get me STARTED,beverage,taste,positive,strong,,author,,
