id,raw_text,aspect_term,sentiment_expression,target_entity,aspect_category,sentiment_polarity,sentiment_intensity,opinion_holder_span,opinion_holder_entity,opinion_qualifier,opinion_reason
,,book,isn't the case,book,general,positive,average,,author,While the above discussion of science and statistics might make this book seem dreadfully boring,
b-15,"Here , we see that aspect of the tale really expanded upon , elevating a lackluster minor plot thread to a level of significance worthy of Midkemia 's final chapter .",aspect of the tale,really expanded upon,plot,development,positive,strong,,author,,
,,minor plot thread,lackluster,plot,quality,negative,average,,author,,
,,level of significance,worthy,plot,importance,positive,strong,,author,Midkemia 's final chapter,
b-16,"The writing in particular is disapointing : unsophisticated , almost juvenile in comparison to earlier volumes .",writing,disappointing,content,quality,negative,strong,,author,in particular,"unsophisticated , almost juvenile in comparison to earlier volumes"
b-17,Loved the book .,book,Loved,book,general,positive,strong,,author,,
b-18,Sad tale of just how easy it is for these abused children to get lost in the welfare system .,welfare system,sad tale,welfare system,system_effectiveness,negative,strong,,author,just how easy it is for these abused children to get lost,
b-19,And then we about hit rock bottom with The Demonwar Saga .,The Demonwar Saga,hit rock bottom,book series,quality,negative,strong,we,readers,about,
b-20,Not that there is no humour the author has the ability to bring an ironic touch to the darkest scenes but this is not a crime novel for the faint hearted .,humour,not that there is no humour,book,content_quality,negative,weak,,author,,
,,ironic touch,ability to bring an ironic touch,author,writing_style,positive,average,,author,,
,,crime novel,not a crime novel for the faint hearted,book,genre,negative,strong,,author,for the faint hearted,
b-20,The 3 lady 's courage can be found to be inspirational & a lesson to us all .,courage,inspirational,the 3 lady,character,positive,strong,,author,,a lesson to us all
b-26,"For an avid Diana fan , the innocent day-to-day insight is appreciated , however , certain facts should not have been revealed .",innocent day-to-day insight,appreciated,book,content,positive,average,an avid Diana fan,reader,,
,,certain facts,should not have been revealed,book,content,negative,average,an avid Diana fan,reader,,
b-22,"I have had this on my shelf for several years for intended reading : Had I appreciated what a compelling narrative Mukherjee sets out , and how well he tells it , I would have read it much sooner.As there are numerous , good reviews of this exceptional book , I will not pile on , except to say that this is a comprehensive and detailed treatment for the non-expert , that manages to explain the science ( and some of the politics ) with clarity , while providing a compelling and often moving narrative .",compelling narrative,compelling,book,content_quality,positive,strong,I,author,,Mukherjee sets out
,,narrative,well he tells it,book,content_quality,positive,strong,I,author,,
,,book,exceptional,book,general,positive,strong,,author,"numerous, good reviews",
,,treatment,comprehensive and detailed,book,content_quality,positive,strong,I,author,for the non-expert,
,,science ( and some of the politics ),with clarity,book,content_clarity,positive,strong,I,author,,
h-1,The location is unbeatable and the rooftop was beyond spectacular .,location,unbeatable,venue,location,positive,strong,,author,,
,,rooftop,beyond spectacular,venue,facility,positive,strong,,author,,
h-2,The room was very comfortable and the bathroom connected to the room was a great addition .,room,very comfortable,room,comfort,positive,strong,,author,,
,,bathroom connected to the room,great addition,bathroom,amenities,positive,strong,,author,,
h-3,It 's a good place and will definitely consider to come again .,place,good,location,general,positive,average,,author,,
,,,will definitely consider to come again,location,general,positive,strong,,author,,
h-4,"There is a grocery store a 15 min walk away , which was easy to walk from with a few groceries for breakfasts and snacks .",grocery store,easy to walk,location,accessibility,positive,average,,author,a 15 min walk away,with a few groceries for breakfasts and snacks
h-5,"The apartment is kept very clean , and nicely furnished .",apartment,very clean,apartment,cleanliness,positive,strong,,author,,
,,apartment,nicely furnished,apartment,furnishings,positive,average,,author,,
h-6,Really great location close to so many restaurants .,location,really great,place,accessibility,positive,strong,,author,,close to so many restaurants
h-7,"Oine was a terrific host - very responsive by text and email , and thoughtful with her preparation of the apartment , which was spotless and nicely decorated , and feels like home .",host,terrific,Oine,service,positive,strong,,author,,"very responsive by text and email , and thoughtful with her preparation of the apartment"
,,apartment,spotless and nicely decorated,apartment,condition,positive,strong,,author,,
,,apartment,feels like home,apartment,comfort,positive,strong,,author,,
h-8,Excellent space in a fantastic location .,space,excellent,property,general,positive,strong,,author,,
,,location,fantastic,property,location,positive,strong,,author,,
h-9,Tiffany 's apartment space is the perfect spot if you 're staying in Boston .,apartment space,perfect spot,apartment,location,positive,strong,,author,if you 're staying in Boston,
h-10,By far one of the best locations you could stay at in Boston .,locations,one of the best,accommodation,location,positive,strong,,author,by far,
h-11,Everything was super clean .,everything,super clean,environment,cleanliness,positive,strong,,author,,
h-13,Entry was simple and easy .,entry,simple and easy,process,accessibility,positive,strong,,author,,
h-14,Great location close to the Commons .,location,great,place,proximity,positive,strong,,author,close to the Commons,
h-16,"My hosts made me feel welcome the second I entered the home , helping me carry my items upstairs , explaining where everything was and offering me breakfast and coffee in the morning .",,feel welcome,hospitality,service,positive,strong,my hosts,hosts,the second I entered the home,"helping me carry my items upstairs, explaining where everything was and offering me breakfast and coffee in the morning"
h-17,This location does not have a kitchen and you must share a bathroom .,kitchen,does not have,location,amenities,negative,average,,author,,
,,bathroom,must share,location,amenities,negative,average,,author,,
h-19,The hit was the rooftop which allowed for 360 degree views which was perfect for the 70-80 degree weather we were enjoying .,rooftop,hit,venue,general,positive,strong,,author,,allowed for 360 degree views
,,360 degree views,perfect,view,experience,positive,strong,,author,for the 70-80 degree weather we were enjoying,
h-20,I highly recommend it !,,highly recommend,product/service,general,positive,strong,I,author,,
h-24,Excellent location for exploring Boston .,location,excellent,place,accessibility,positive,strong,,author,for exploring Boston,
h-21,Best location in Boston .,location,Best,place,general,positive,strong,,author,in Boston,
h-28,Great attention to detail and very good communication,attention to detail,great,service,quality,positive,strong,,author,,
,,communication,very good,service,quality,positive,strong,,author,,
c-1,I enjoy dancing with these shoes on my feet .,shoes,enjoy,footwear,comfort,positive,strong,I,author,with these shoes on my feet,
c-2,Super crinoline for the price !,price,super,crinoline,value_for_money,positive,strong,,author,,
c-3,The transition option is nice too so you can wear them as leggings .,transition option,nice,clothing feature,design,positive,average,,author,,so you can wear them as leggings
c-4,They hold up great !,,hold up great,unspecified item,durability,positive,strong,,author,,
c-5,I have always worn LifeStride shoes but was disappointed when they were not leather and they were made in China .,LifeStride shoes,disappointed,LifeStride,material_quality,negative,strong,I,author,,they were not leather
,,LifeStride shoes,disappointed,LifeStride,manufacturing_origin,negative,strong,I,author,,they were made in China
c-7,I use them for musical theatre productions and they holdup well .,,holdup well,equipment,durability,positive,average,I,author,for musical theatre productions,
c-8,"She said they are so comfortable , and they are perfect .",,so comfortable,product,comfort,positive,strong,she,person,,
,,,perfect,product,general,positive,strong,she,person,,
c-10,"They slot over the abdomen as I was putting them on very carefully this morning -could not wear them , will return .",,could not wear them,product,usability,negative,strong,I,customer,,slot over the abdomen as I was putting them on very carefully this morning
,,,will return,product,customer_service,negative,average,I,customer,,could not wear them
c-11,"These are the most comfortable shoes I 've ever worn , and they 're stylish .",shoes,most comfortable,footwear,comfort,positive,strong,I,author,ever worn,
,,shoes,stylish,footwear,appearance,positive,strong,I,author,,
c-12,I bought 2 other pairs for other cast members !,,bought 2 other pairs,shoes,purchase,positive,average,I,author,for other cast members,
c-13,Comfortable and attractive .,,Comfortable,product,design,positive,average,,author,,
,,,attractive,product,design,positive,average,,author,,
c-15,Everything else about these tights is amazing .,,amazing,tights,general,positive,strong,,author,everything else,
c-16,These shoes are great .,shoes,great,shoes,general,positive,strong,,author,,
c-17,"Although the tights make the legs look beautiful , I have noticed the the seams are coming apart at the crotch .",tights,make the legs look beautiful,tights,appearance,positive,strong,I,author,,
,,seams,coming apart,tights,durability,negative,average,I,author,,
c-18,They are nice and exactly what I expected .,,nice,product,general,positive,average,I,author,,
,,,exactly what I expected,product,general,positive,strong,I,author,,
c-19,"My husband loves his boots , excellent quality .",boots,loves,boots,general,positive,strong,my husband,husband,,
,,quality,excellent,boots,quality,positive,strong,,author,,
c-20,Very small fit .,fit,very small,clothing,size,negative,strong,,author,,
c-25,Follow the capezio size chart and you 're in the clear .,capezio size chart,in the clear,sizing,usability,positive,average,,author,follow,
c-21,The soles are soft too .,soles,soft,shoes,material_quality,positive,average,,author,too,
c-24,Order 1 size larger than needed .,size,,product,sizing,neutral,average,,author,,
l-1,Great for Programming and for low end gaming,programming,great,usage,suitability,positive,strong,,author,,
,,low end gaming,great,usage,suitability,positive,strong,,author,,
l-2,"The combination of these design flows leads to broken displays when the magsafe plug is caught inside the computer upon closing , breaking the monitor .",design flows,broken,design,design_flaw,negative,strong,,author,,when the magsafe plug is caught inside the computer upon closing
,,displays,broken,display,durability,negative,strong,,author,,when the magsafe plug is caught inside the computer upon closing
,,monitor,breaking,monitor,durability,negative,strong,,author,,when the magsafe plug is caught inside the computer upon closing
l-3,Images are too dark and blurry .,images,too dark,images,visual_quality,negative,strong,,author,,
,,images,blurry,images,visual_quality,negative,strong,,author,,
l-5,"I got it mainly to do android app development , and let me tell you , it 's worth more than it 's price .",,worth more than it 's price,product,value_for_money,positive,strong,I,author,mainly to do android app development,
l-6,I 'm a mac user and I would love to get this laptop .,,would love,laptop,general,positive,strong,I,author,,
l-7,Keyboard : it is all mushy no tactile feedback .,keyboard,all mushy no tactile feedback,keyboard,operational_performance,negative,strong,,author,,
l-9,"For the price you can not go wrong , especially having an 8th gen Intel processor .",price,can not go wrong,product,value_for_money,positive,strong,,author,for the price,having an 8th gen Intel processor
l-10,"It 's very well made - solid construction and a comfortable , well-sized keyboard .",construction,very well made,build quality,design,positive,strong,,author,,solid construction
,,keyboard,"comfortable , well-sized",keyboard,design,positive,strong,,author,,
l-12,Camera and microphone are both high enough quality for discord/google hangouts/etc .,camera,high enough quality,camera,quality,positive,average,,author,for discord/google hangouts/etc,
,,microphone,high enough quality,microphone,quality,positive,average,,author,for discord/google hangouts/etc,
l-13,It has a nice keyboard touch .,keyboard touch,nice,keyboard,operational_performance,positive,average,,author,,
l-14,"Please do not purchase this computer , it performs worse than the $ 200 computer I used while waiting on the ' replacement ' computer I got when the other one crashed .",computer,do not purchase,computer,general,negative,strong,,author,,it performs worse than the $ 200 computer I used while waiting on the ' replacement ' computer I got when the other one crashed
,,performance,performs worse,computer,operational_performance,negative,strong,,author,,
l-15,It took a few weeks for them to send it back .,,took a few weeks,service,timeliness,negative,average,,author,,to send it back
l-17,I have gone through all the troubleshooting steps and still nothing .,troubleshooting steps,nothing,process,effectiveness,negative,strong,I,author,,gone through all the troubleshooting steps
l-18,"Even without a SSD , it is still pretty fast .",,pretty fast,device,operational_performance,positive,average,,author,even without a SSD,
l-19,I really liked the laptop for its sleekness and weight .,laptop,really liked,laptop,general,positive,strong,I,author,,its sleekness and weight
l-24,Delivery - very fast by courier .,delivery,very fast,service,speed,positive,strong,,author,by courier,
l-28,"This laptop is verry good , the screen is not the best but its good for the price , its a cheap gaming laptop and works with every game i trow at it : - )",laptop,verry good,laptop,general,positive,strong,,author,,
,,screen,not the best but its good for the price,display,value_for_money,positive,average,,author,for the price,
,,gaming laptop,works with every game i trow at it,laptop,operational_performance,positive,strong,,author,,
l-26,"Laptop was new , in perfect condition and works like a charm .",laptop,new,laptop,condition,positive,strong,,author,,
,,condition,perfect,laptop,condition,positive,strong,,author,,
,,,works like a charm,laptop,operational_performance,positive,strong,,author,,
l-29,"I had hoped for better battery life , as it had only about 2-1/2 hours doing heavy computations ( 8 threads using 100 % of the CPU ) .",battery life,better,battery,operational_performance,negative,average,I,author,,it had only about 2-1/2 hours doing heavy computations ( 8 threads using 100 % of the CPU )
l-21,Feel really disappointed as was so happy with previous model .,,really disappointed,current model,general,negative,strong,,author,,was so happy with previous model
r-1,"Weird , but whatever , I need to eat regardless of the coupon.We waited for what seemed like an incredibly long time just to get our food .",,weird,situation,experience,negative,weak,I,author,,
,,food,incredibly long time,service,service_time,negative,strong,we,author,,waited for what seemed like an incredibly long time just to get our food
r-2,I come here because you leave full and with money still in your pockets .,,leave full,restaurant,value_for_money,positive,strong,I,customer,,
,,,with money still in your pockets,restaurant,value_for_money,positive,strong,I,customer,,
r-3,I love hot pot but the service just makes things bad here .,hot pot,love,food,taste,positive,strong,I,author,,
,,service,makes things bad,service,customer_service,negative,strong,I,author,just,
r-4,"I do n't usually order PhO ( I do n't think I do at all because my mom is a great Pho cooker ) , yet this place makes me wanting Pho every time I come .",,great Pho cooker,mom,cooking_skill,positive,strong,I,author,,
,,this place,makes me wanting Pho every time I come,restaurant,food_quality,positive,strong,I,author,,
r-5,This is one of my favorite brunch places .,brunch places,favorite,restaurant,general,positive,strong,my,author,one of,
r-6,Other establishments on the North End spoil you with tasty oils and fresh bread ... that 's a big miss here !,tasty oils and fresh bread,spoil you,other establishments on the North End,food_quality,positive,strong,,author,,
,,,big miss,here,food_quality,negative,strong,,author,,Other establishments on the North End spoil you with tasty oils and fresh bread
r-8,"Im going to have to come back here to try the food , so this review is just for the drinks , service and atmosphere.The atmosphere is great , nothing is too overwhelming and it does n't seem like they 're trying to beat you over the head with a theme in the decorating .",atmosphere,great,restaurant,ambiance,positive,strong,,author,,
,,atmosphere,nothing is too overwhelming,restaurant,ambiance,positive,average,,author,,
,,atmosphere,does n't seem like they 're trying to beat you over the head with a theme in the decorating,restaurant,ambiance,positive,average,,author,,
r-9,This will probably be the last time we will come here .,,last time,place,general,negative,average,we,group,probably,
r-10,"Stop driving out the wrong way , idiots.No credit cards , which is a bummer , but they do have an ATM inside .",driving out the wrong way,idiots,drivers,behavior,negative,strong,,author,,driving out the wrong way
,,credit cards,bummer,payment options,availability,negative,average,,author,No,
,,ATM,do have,payment options,availability,positive,weak,,author,,
r-12,"So , while I would n't quite recommend it for date night or a rehearsal dinner , it 's plenty acceptable for grabbing a quick lunch or dinner on your way somewhere else .",date night or a rehearsal dinner,wouldn't quite recommend,restaurant,suitability,negative,average,I,author,,
,,grabbing a quick lunch or dinner,plenty acceptable,restaurant,suitability,positive,average,I,author,on your way somewhere else,
r-13,Went to breakfast with my bestie here and really enjoyed the country style breakfast and ambiance. They were pretty crowded for a weekday and our server ladies were really sweet and helpful .,country style breakfast,really enjoyed,food,quality,positive,strong,my bestie and I,customers,,
,,ambiance,really enjoyed,restaurant,atmosphere,positive,strong,my bestie and I,customers,,
,,server ladies,really sweet and helpful,staff,service,positive,strong,my bestie and I,customers,,
r-14,Great place !,place,great,location,general,positive,strong,,author,,
r-17,"My advice to the owners : Walking by on E. Hastings , it 's easy to miss this spot .",,easy to miss,location,visibility,negative,average,my,author,walking by on E. Hastings,
r-18,The reason why I gave 3 stars is because we had to search for our waitress and it took about a hour before we receive our food .,service,had to search for our waitress,restaurant,customer_service,negative,strong,I,customer,,
,,service,took about a hour before we receive our food,restaurant,customer_service,negative,strong,I,customer,,
r-20,To add more insult he added a splash of coke to our drinks ... ..I 'm a relatively calm guy .,drinks,insult,service,customer_service,negative,strong,I,customer,more,he added a splash of coke to our drinks
,,,relatively calm,self,personal_trait,neutral,average,I,customer,,
r-20,The old place was more accommodating to singles .,old place,more accommodating,venue,customer_service,positive,average,,author,to singles,
r-21,This chicken is unbelievable .,chicken,unbelievable,food,quality,positive,strong,,author,,
r-23,The chicken was also overcooked and dry .,chicken,overcooked and dry,food,quality,negative,strong,,author,,
r-27,I was reluctant to go here .,,reluctant,place,general,negative,average,I,author,,
r-28,"Amazing turkey burger , french fries are to die for , and dont even get me STARTED on the milkshakes .",turkey burger,amazing,food,taste,positive,strong,,author,,
,,french fries,to die for,food,taste,positive,strong,,author,,
,,milkshakes,,beverage,taste,positive,strong,,author,dont even get me STARTED on,
