,id,raw_text,aspect_term,sentiment_expression,target_entity,aspect_category,sentiment_polarity,sentiment_intensity,opinion_holder_span,opinion_holder_entity,opinion_qualifier,opinion_reason
35,,,,,,general,negative,strong,,author,,
36,b-19,And then we about hit rock bottom with The Demonwar Saga .,The Demonwar Saga,hit rock bottom,book,general,negative,strong,,author,,
37,b-20,Not that there is no humour the author has the ability to bring an ironic touch to the darkest scenes but this is not a crime novel for the faint hearted .,humour,ironic touch,book,general,positive,average,,author,darkest scenes,
38,,,crime novel,not for the faint hearted,book,genre,negative,strong,,author,,
39,b-20,The 3 lady 's courage can be found to be inspirational & a lesson to us all .,3 lady's courage,inspirational,3 lady,general,positive,strong,,author,,
40,,,3 lady's courage,a lesson to us all,3 lady,general,positive,strong,,author,,
41,b-26,"For an avid Diana fan , the innocent day-to-day insight is appreciated , however , certain facts should not have been revealed .",innocent day-to-day insight,appreciated,book,content,positive,average,an avid Diana fan,author,,
42,,,certain facts,should not have been revealed,book,content,negative,strong,an avid Diana fan,author,,
43,b-22,"I have had this on my shelf for several years for intended reading : Had I appreciated what a compelling narrative Mukherjee sets out , and how well he tells it , I would have read it much sooner.As there are numerous , good reviews of this exceptional book , I will not pile on , except to say that this is a comprehensive and detailed treatment for the non-expert , that manages to explain the science ( and some of the politics ) with clarity , while providing a compelling and often moving narrative .",compelling narrative,compelling,book,general,positive,strong,I,author,,
44,,,tells it,well,book,general,positive,average,I,author,,
45,,,"numerous, good reviews","numerous, good",book,general,positive,strong,,author,,
46,,,comprehensive and detailed treatment,comprehensive and detailed,book,general,positive,strong,,author,for the non-expert,
47,,,explain the science,explain,book,general,positive,average,,author,with clarity,
48,,,compelling and often moving narrative,compelling and often moving,book,general,positive,strong,,author,,N
49,h-1,The location is unbeatable and the rooftop was beyond spectacular .,location,unbeatable,location,general,positive,strong,,author,,
50,,,rooftop,beyond spectacular,rooftop,general,positive,strong,,author,,
51,h-2,The room was very comfortable and the bathroom connected to the room was a great addition .,room,very comfortable,room,general,positive,strong,,author,,
52,,,bathroom,great addition,bathroom,general,positive,strong,,author,,
53,h-3,It 's a good place and will definitely consider to come again .,,good,place,general,positive,average,,author,,
54,,,,will definitely consider to come again,place,general,positive,strong,,author,,
55,h-4,"There is a grocery store a 15 min walk away , which was easy to walk from with a few groceries for breakfasts and snacks .",grocery store,easy to walk from,grocery store,location,positive,weak,,author,a 15 min walk away,
56,,,a few groceries for breakfasts and snacks,,grocery store,general,positive,weak,,author,,
57,h-5,"The apartment is kept very clean , and nicely furnished .",apartment,very clean,apartment,cleanliness,positive,strong,,author,,
58,,,apartment,nicely furnished,apartment,furnishing,positive,average,,author,,
59,h-6,Really great location close to so many restaurants .,location,great,location,general,positive,strong,,author,close to so many restaurants,
60,,,restaurants,so many,restaurants,general,positive,strong,,author,,
61,h-7,"Oine was a terrific host - very responsive by text and email , and thoughtful with her preparation of the apartment , which was spotless and nicely decorated , and feels like home .",host,terrific,Oine,general,positive,strong,,author,,"very responsive by text and email, and thoughtful with her preparation of the apartment, which was spotless and nicely decorated, and feels like home"
62,,,preparation of the apartment,thoughtful,Oine,general,positive,average,,author,,
63,,,apartment,"spotless and nicely decorated, and feels like home",apartment,general,positive,strong,,author,,
64,h-8,Excellent space in a fantastic location .,space,Excellent,location,general,positive,strong,,author,,
65,,,location,fantastic,location,general,positive,strong,,author,,
66,h-9,Tiffany 's apartment space is the perfect spot if you 're staying in Boston .,Tiffany's apartment space,perfect spot,accommodation,general,positive,strong,,author,if you're staying in Boston,
67,,,Boston,,location,general,neutral,weak,,author,,
68,h-10,By far one of the best locations you could stay at in Boston .,location,one of the best,hotel,general,positive,strong,,author,in Boston,
69,h-11,Everything was super clean .,,super clean,,general,positive,strong,,author,,
70,h-13,Entry was simple and easy .,entry,simple and easy,,general,positive,average,,author,,
71,,,entry,simple and easy,,general,positive,average,,author,,
72,h-14,Great location close to the Commons .,location,great,hotel,general,positive,strong,,author,close to the Commons,
73,,,close to the Commons,great,location,general,positive,strong,,author,,
74,h-16,"My hosts made me feel welcome the second I entered the home , helping me carry my items upstairs , explaining where everything was and offering me breakfast and coffee in the morning .",,made me feel welcome,hosts,general,positive,strong,,guest,the second I entered the home,"helping me carry my items upstairs, explaining where everything was and offering me breakfast and coffee in the morning"
75,,,helping me carry my items upstairs,,hosts,general,positive,strong,,guest,,
76,,,explaining where everything was,,hosts,general,positive,strong,,guest,,
77,,,offering me breakfast and coffee in the morning,,hosts,general,positive,strong,,guest,,
78,h-17,This location does not have a kitchen and you must share a bathroom .,kitchen,does not have,location,amenities,negative,strong,,author,,
79,,,bathroom,must share,location,amenities,negative,strong,,author,,
80,h-19,The hit was the rooftop which allowed for 360 degree views which was perfect for the 70-80 degree weather we were enjoying .,rooftop,hit,rooftop,general,positive,strong,,author,allowed for 360 degree views,perfect for the 70-80 degree weather we were enjoying
81,,,360 degree views,perfect,view,general,positive,strong,,author,,for the 70-80 degree weather we were enjoying
82,,,70-80 degree weather,enjoying,weather,general,positive,strong,,author,,
83,h-20,I highly recommend it !,,highly recommend,book,general,positive,strong,i,author,,
84,h-24,Excellent location for exploring Boston .,location,Excellent,Boston,general,positive,strong,,author,for exploring Boston,
85,h-21,Best location in Boston .,location,best,Boston,general,positive,strong,,author,,
86,h-28,Great attention to detail and very good communication,attention to detail,great,,general,positive,strong,,author,,
87,,,communication,very good,,general,positive,strong,,author,,
88,c-1,I enjoy dancing with these shoes on my feet .,dancing with these shoes on my feet,enjoy,shoes,general,positive,average,i,author,,
89,c-2,Super crinoline for the price !,crinoline,super,product,general,positive,strong,,author,for the price,
90,,,price,super,product,price,positive,strong,,author,,
91,c-3,The transition option is nice too so you can wear them as leggings .,transition option,nice,leggings,general,positive,weak,,author,,
92,,,wear them as leggings,,leggings,general,positive,weak,,author,,
93,c-4,They hold up great !,,hold up great,,general,positive,strong,,author,,
94,c-5,I have always worn LifeStride shoes but was disappointed when they were not leather and they were made in China .,LifeStride shoes,disappointed,shoes,general,negative,strong,i,author,they were not leather and they were made in China,
95,,,leather,disappointed,material,material,negative,strong,i,author,,
96,,,made in China,disappointed,country_of_origin,country_of_origin,negative,strong,i,author,,
97,c-7,I use them for musical theatre productions and they holdup well .,them,holdup well,product,durability,positive,average,i,author,for musical theatre productions,
98,,,,use,product,general,positive,weak,i,author,for musical theatre productions,
99,c-8,"She said they are so comfortable , and they are perfect .",comfortable,so comfortable,,general,positive,strong,she,person,,
100,,,perfect,perfect,,general,positive,strong,she,person,,
101,c-10,"They slot over the abdomen as I was putting them on very carefully this morning -could not wear them , will return .",They slot over the abdomen,could not wear them,product,fit,negative,strong,I,author,as I was putting them on very carefully this morning,
102,,,will return,will return,product,general,negative,strong,I,author,,They slot over the abdomen as I was putting them on very carefully this morning -could not wear them
103,c-11,"These are the most comfortable shoes I 've ever worn , and they 're stylish .",comfortable,most comfortable,shoes,comfort,positive,strong,i,author,,
104,,,stylish,stylish,shoes,appearance,positive,average,i,author,,
105,c-12,I bought 2 other pairs for other cast members !,,bought,shoes,general,positive,strong,i,author,2 other pairs for other cast members,
106,c-13,Comfortable and attractive .,comfort,comfortable,,general,positive,average,,author,,
107,,,appearance,attractive,,general,positive,average,,author,,
108,c-15,Everything else about these tights is amazing .,everything else,amazing,tights,general,positive,strong,,author,,
109,c-16,These shoes are great .,shoes,great,shoes,general,positive,strong,,author,,
110,c-17,"Although the tights make the legs look beautiful , I have noticed the the seams are coming apart at the crotch .",tights,beautiful,product,appearance,positive,average,I,author,,
111,,,seams,coming apart,product,quality,negative,strong,I,author,,
112,c-18,They are nice and exactly what I expected .,,nice,product,general,positive,average,i,author,exactly what I expected,
113,,,,exactly what I expected,product,general,positive,average,i,author,,
114,c-19,"My husband loves his boots , excellent quality .",boots,excellent quality,boots,general,positive,strong,my husband,husband,,
115,,,boots,loves,boots,general,positive,strong,my husband,husband,,
116,c-20,Very small fit .,fit,very small,product,size,negative,strong,,author,,
117,c-25,Follow the capezio size chart and you 're in the clear .,capezio size chart,in the clear,capezio,general,positive,weak,,author,,
118,,,,in the clear,capezio,general,positive,weak,,author,,
119,c-21,The soles are soft too .,soles,soft,shoe,general,positive,weak,,author,,
120,c-24,Order 1 size larger than needed .,size,larger than needed,order,general,negative,weak,,author,,
121,l-1,Great for Programming and for low end gaming,programming,great,laptop,general,positive,strong,,author,,
122,,,low end gaming,great,laptop,general,positive,strong,,author,,
123,l-2,"The combination of these design flows leads to broken displays when the magsafe plug is caught inside the computer upon closing , breaking the monitor .",design flows,broken displays,computer,operational_performance,negative,strong,,author,when the magsafe plug is caught inside the computer upon closing,breaking the monitor
124,,,magsafe plug,breaking the monitor,magsafe plug,operational_performance,negative,strong,,author,when the magsafe plug is caught inside the computer upon closing,
125,,,monitor,breaking the monitor,monitor,operational_performance,negative,strong,,author,when the magsafe plug is caught inside the computer upon closing,
126,l-3,Images are too dark and blurry .,images,too dark and blurry,image,visual_quality,negative,strong,,author,,
127,,,images,too dark and blurry,image,visual_quality,negative,strong,,author,,
128,l-5,"I got it mainly to do android app development , and let me tell you , it 's worth more than it 's price .",android app development,worth more than it's price,product,general,positive,strong,i,author,,
129,,,price,worth more than it's price,product,price,positive,strong,i,author,,
130,l-6,I 'm a mac user and I would love to get this laptop .,,love,laptop,general,positive,strong,i,author,,
131,,,mac,,brand,general,positive,weak,i,author,,
132,l-7,Keyboard : it is all mushy no tactile feedback .,keyboard,mushy,keyboard,operational_performance,negative,strong,,author,no tactile feedback,
133,,,tactile feedback,no,keyboard,operational_performance,negative,strong,,author,,
134,l-9,"For the price you can not go wrong , especially having an 8th gen Intel processor .",price,can not go wrong,laptop,general,positive,strong,,author,especially having an 8th gen Intel processor,
135,,,8th gen Intel processor,,processor,hardware,positive,average,,author,,
136,l-10,"It 's very well made - solid construction and a comfortable , well-sized keyboard .",construction,very well made,laptop,build_quality,positive,strong,,author,solid,
137,,,keyboard,"comfortable, well-sized",keyboard,operational_performance,positive,average,,author,,
138,l-12,Camera and microphone are both high enough quality for discord/google hangouts/etc .,camera,high enough quality,camera,quality,positive,average,,author,for discord/google hangouts/etc,
139,,,microphone,high enough quality,microphone,quality,positive,average,,author,for discord/google hangouts/etc,
140,l-13,It has a nice keyboard touch .,keyboard touch,nice,keyboard,operational_performance,positive,weak,,author,,
141,l-14,"Please do not purchase this computer , it performs worse than the $ 200 computer I used while waiting on the ' replacement ' computer I got when the other one crashed .",this computer,performs worse,computer,general,negative,strong,I,author,than the $ 200 computer I used while waiting on the'replacement'computer I got when the other one crashed,
142,,,the $ 200 computer,,computer,general,positive,weak,I,author,,
143,,,the other one,crashed,computer,general,negative,strong,I,author,,
144,,,the'replacement'computer,,computer,general,neutral,weak,I,author,,
145,l-15,It took a few weeks for them to send it back .,,a few weeks,service,general,negative,weak,,author,,
146,,,,send it back,service,general,neutral,weak,,author,,
147,l-17,I have gone through all the troubleshooting steps and still nothing .,troubleshooting steps,nothing,troubleshooting,general,negative,strong,i,author,,
148,,,,nothing,troubleshooting,general,negative,strong,i,author,,
149,l-18,"Even without a SSD , it is still pretty fast .",,pretty fast,computer,operational_performance,positive,average,,author,even without a SSD,
150,,,SSD,,hardware,component,neutral,,,author,,
151,l-19,I really liked the laptop for its sleekness and weight .,sleekness,really liked,laptop,physical_characteristics,positive,strong,i,author,,
152,,,weight,really liked,laptop,physical_characteristics,positive,strong,i,author,,
153,l-24,Delivery - very fast by courier .,delivery,very fast,delivery,general,positive,strong,,author,by courier,
154,l-28,"This laptop is verry good , the screen is not the best but its good for the price , its a cheap gaming laptop and works with every game i trow at it : - )",laptop,verry good,laptop,general,positive,strong,,author,,
155,,,screen,not the best,display,operational_performance,negative,weak,,author,but its good for the price,
156,,,laptop,cheap,laptop,price,positive,average,,author,,
157,,,laptop,works with every game i trow at it,laptop,operational_performance,positive,strong,,author,,
158,l-26,"Laptop was new , in perfect condition and works like a charm .",,perfect condition,laptop,general,positive,strong,,author,,
159,,,works like a charm,works like a charm,laptop,operational_performance,positive,strong,,author,,
160,,,new,new,laptop,general,positive,weak,,author,,
161,l-29,"I had hoped for better battery life , as it had only about 2-1/2 hours doing heavy computations ( 8 threads using 100 % of the CPU ) .",battery life,had hoped for better,battery,operational_performance,negative,strong,i,author,as it had only about 2-1/2 hours doing heavy computations ( 8 threads using 100 % of the CPU ),
162,,,heavy computations,,performance,operational_performance,neutral,average,,author,,
163,,,8 threads using 100 % of the CPU,,performance,operational_performance,neutral,average,,author,,
164,,,2-1/2 hours,,battery life,operational_performance,neutral,average,,author,,
165,,,doing heavy computations,,performance,operational_performance,neutral,average,,author,,
166,l-21,Feel really disappointed as was so happy with previous model .,previous model,happy,product,general,positive,strong,i,author,,
167,,,,disappointed,product,general,negative,strong,i,author,,
168,r-1,"Weird , but whatever , I need to eat regardless of the coupon.We waited for what seemed like an incredibly long time just to get our food .",,weird,,general,negative,weak,i,author,,
169,,,,incredibly long time,service,operational_performance,negative,strong,i,author,,
170,r-2,I come here because you leave full and with money still in your pockets .,,leave full and with money still in your pockets,restaurant,general,positive,strong,i,author,,
171,,,,leave full,restaurant,food_quality,positive,strong,i,author,,
172,,,,leave with money still in your pockets,restaurant,price,positive,strong,i,author,,
173,r-3,I love hot pot but the service just makes things bad here .,hot pot,love,food,general,positive,strong,i,author,,
174,,,service,makes things bad,service,general,negative,strong,i,author,,
175,r-4,"I do n't usually order PhO ( I do n't think I do at all because my mom is a great Pho cooker ) , yet this place makes me wanting Pho every time I come .",this place,makes me wanting Pho every time I come,restaurant,general,positive,strong,i,author,,
176,,,my mom,great,mom,general,positive,strong,i,author,,
177,,,Pho,,food,general,neutral,,,author,,
178,,,this place,makes me wanting Pho every time I come,restaurant,general,positive,strong,i,author,,
179,,,my mom,great,mom,general,positive,strong,i,author,,
180,,,Pho,,food,general,neutral,,,author,,N
181,r-5,This is one of my favorite brunch places .,,one of my favorite,brunch places,general,positive,strong,i,author,,
182,r-6,Other establishments on the North End spoil you with tasty oils and fresh bread ... that 's a big miss here !,tasty oils,spoil you,establishments on the North End,general,positive,strong,,author,,
183,,,fresh bread,spoil you,establishments on the North End,general,positive,strong,,author,,
184,,,,big miss,current establishment,general,negative,strong,,author,,
185,r-8,"Im going to have to come back here to try the food , so this review is just for the drinks , service and atmosphere.The atmosphere is great , nothing is too overwhelming and it does n't seem like they 're trying to beat you over the head with a theme in the decorating .",atmosphere,great,restaurant,ambiance,positive,strong,i,author,,nothing is too overwhelming and it doesn't seem like they're trying to beat you over the head with a theme in the decorating
186,,,drinks,,drinks,general,neutral,weak,i,author,,
187,,,service,,service,general,neutral,weak,i,author,,
188,r-9,This will probably be the last time we will come here .,,probably,,,neutral,weak,we,author,,
189,,,,last time,,,neutral,weak,we,author,,
190,r-10,"Stop driving out the wrong way , idiots.No credit cards , which is a bummer , but they do have an ATM inside .",,idiots,people,general,negative,strong,,author,,
191,,,no credit cards,bummer,payment,general,negative,weak,,author,,
192,,,atm,,atm,general,positive,weak,,author,,
193,r-12,"So , while I would n't quite recommend it for date night or a rehearsal dinner , it 's plenty acceptable for grabbing a quick lunch or dinner on your way somewhere else .",,wouldn't quite recommend,restaurant,general,negative,weak,i,author,for date night or a rehearsal dinner,
194,,,,plenty acceptable,restaurant,general,positive,average,i,author,for grabbing a quick lunch or dinner on your way somewhere else,
195,r-13,Went to breakfast with my bestie here and really enjoyed the country style breakfast and ambiance. They were pretty crowded for a weekday and our server ladies were really sweet and helpful .,country style breakfast,really enjoyed,restaurant,food,positive,strong,i,author,,
196,,,ambiance,really enjoyed,restaurant,general,positive,strong,i,author,,
197,,,server ladies,really sweet and helpful,service,staff,positive,strong,i,author,,
198,,,crowded,pretty crowded,restaurant,operational_performance,neutral,average,i,author,for a weekday,
199,r-14,Great place !,,Great,place,general,positive,strong,,author,,
200,r-17,"My advice to the owners : Walking by on E. Hastings , it 's easy to miss this spot .",this spot,easy to miss,restaurant,general,negative,weak,my,author,walking by on e. hastings,
201,,,,my advice,restaurant,general,neutral,weak,my,author,,
202,r-18,The reason why I gave 3 stars is because we had to search for our waitress and it took about a hour before we receive our food .,service,had to search for our waitress,restaurant,service,negative,strong,i,author,,it took about a hour before we receive our food
203,,,food,,restaurant,food,neutral,weak,,author,,
204,,,overall experience,3 stars,restaurant,general,neutral,average,i,author,,we had to search for our waitress and it took about a hour before we receive our food
205,r-20,To add more insult he added a splash of coke to our drinks ... ..I 'm a relatively calm guy .,a splash of coke,insult,drink,general,negative,strong,,author,,
206,,,,calm,author,personality,positive,average,i,author,relatively,
207,r-20,The old place was more accommodating to singles .,old place,more accommodating,location,general,positive,average,,author,to singles,
208,,,,more accommodating,location,general,positive,average,,author,to singles,
209,,,singles,more accommodating,location,general,positive,average,,author,to singles,
210,,,old place,more accommodating,location,general,positive,average,,author,to singles,
211,,,old place,more accommodating,location,general,positive,average,,author,to singles,
212,,,old place,more accommodating,location,general,positive,average,,author,to singles,
213,r-21,This chicken is unbelievable .,,unbelievable,chicken,general,positive,strong,,author,,
214,r-23,The chicken was also overcooked and dry .,chicken,overcooked and dry,food,quality,negative,strong,,author,,
215,,,,overcooked,food,quality,negative,strong,,author,,
216,,,,dry,food,quality,negative,strong,,author,,
217,r-27,I was reluctant to go here .,,reluctant,,general,negative,weak,i,author,,
218,r-28,"Amazing turkey burger , french fries are to die for , and dont even get me STARTED on the milkshakes .",turkey burger,Amazing,food,general,positive,strong,,author,,
219,,,french fries,to die for,food,general,positive,strong,,author,,
220,,,milkshakes,dont even get me STARTED,food,general,positive,strong,,author,,
